startdate,enddate,status,ipaddress,progress,durationinseconds,finished,recordeddate,responseid,locationlatitude,locationlongitude,userlanguage,q1,q31,q36_1,q4,q5,q8,q33_1,q33_2,q33_3,q33_4,q33_5,q33_6,q9,q10,q11,q7,q12,q14,q15,q32,q21,q22,q23,q24,q25,q26,q27,q34,q35
11/29/2023 12:15,11/29/2023 12:18,0,72.216.48.99,100,146,1,11/29/2023 12:18,R_C7CiJDkvu0wkdEZ,30.489599,-86.168404,EN,1,1,66,3,6,"11,7",5,2,1,3,4,6,1,3,3,1,1,8,6,4,1,1,1,6,6,1,2,2,2
12/1/2023 7:49,12/1/2023 7:49,0,72.216.60.82,100,30,1,12/1/2023 7:49,R_73NS8AssYRFYfOp,30.4594,-87.207497,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 10:51,11/29/2023 10:56,0,72.238.130.17,100,286,1,11/29/2023 10:56,R_T64RjMF3y96SqY1,28.4932,-81.287804,EN,1,1,48,4,5,8,5,1,4,3,2,6,1,6,1,2,2,8,6,6,1,1,1,8,4,4,2,2,7
11/29/2023 14:58,11/29/2023 15:01,0,72.238.145.108,100,189,1,11/29/2023 15:01,R_2bQzXktYYTSmXh7,28.534401,-81.378304,EN,1,1,48,6,6,8,6,2,1,4,3,5,1,6,1,2,2,8,2,4,1,1,1,8,7,1,2,2,5
11/29/2023 11:30,11/29/2023 11:31,0,72.238.15.41,4,13,0,12/6/2023 11:31,R_2rPCqf6g3qXTCnS,,,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 8:21,12/1/2023 8:24,0,72.238.208.135,12,151,0,12/8/2023 8:24,R_2zO5Se12WuJ8bbl,,,ES,1,1,48,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2023 13:09,11/27/2023 13:13,0,72.238.224.96,100,241,1,11/27/2023 13:13,R_OxLRzUah3oFI689,29.0508,-81.2845,EN,1,1,64,3,7,10,5,2,3,4,1,6,1,6,1,2,2,7,5,6,1,1,1,6,3,1,2,1,5
12/6/2023 4:09,12/6/2023 4:09,0,72.238.30.56,100,18,1,12/6/2023 4:09,R_SCavUesD1yd1TXj,28.5788,-81.439598,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/2023 7:18,12/5/2023 7:18,0,72.238.5.24,100,27,1,12/5/2023 7:18,R_28RQK3ZHzLeCNGi,28.5788,-81.439598,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2023 8:31,11/30/2023 8:32,0,72.238.7.5,8,93,0,12/7/2023 8:32,R_3dN9oSJoqwOEtoA,,,EN,1,1,48,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 10:43,11/29/2023 10:44,0,72.239.130.44,100,47,1,11/29/2023 10:44,R_zdQk7KuddfXbNLz,28.553101,-81.759697,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2023 8:52,12/4/2023 8:56,0,72.239.169.114,100,235,1,12/4/2023 8:56,R_1DA3TCsZH8sEGXC,28.598101,-81.351501,EN,1,1,48,2,7,7,4,3,2,5,1,6,1,6,1,2,3,9,3,4,1,1,1,8,6,4,2,1,5
12/1/2023 13:49,12/1/2023 13:55,0,72.239.195.182,100,357,1,12/1/2023 13:55,R_31hYo4vjscmgCqk,28.315901,-80.729202,ES,1,1,5,6,7,8,4,2,1,5,3,6,1,1,1,2,2,8:00,1:00,4,1,2,2,9,7,4,2,1,5
12/1/2023 9:41,12/1/2023 9:51,0,72.239.24.160,100,624,1,12/1/2023 9:51,R_1ds1sMPXbDAgrEV,28.305599,-81.419701,EN,1,1,49,3,"1,7",9,5,1,3,2,4,6,1,4,3,2,3,9:00,4:00,4,1,4,3,7,4,4,2,1,5
11/27/2023 18:31,11/27/2023 18:36,0,72.239.29.19,100,302,1,11/27/2023 18:36,R_1ikuBJ5CrGwNDaq,28.305599,-81.419701,ES,1,1,49,3,6,8,3,4,2,1,5,6,1,1,1,2,2,8:00,5:00,5,2,2,3,2,5,2,2,1,6
12/4/2023 20:44,12/4/2023 20:44,0,72.239.3.186,100,28,1,12/4/2023 20:44,R_12Fm1KkEI1fPN0L,28.305599,-81.419701,ES,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 11:41,12/1/2023 11:45,0,72.239.49.134,100,247,1,12/1/2023 11:45,R_3QFYPOkpGTD092b,28.572701,-80.820602,EN,1,1,5,5,6,1,2,5,1,4,3,6,1,2,3,6,2,8,6,5,1,2,1,3,5,3,1,1,7
11/27/2023 20:14,11/27/2023 20:17,0,73.0.11.57,100,187,1,11/27/2023 20:17,R_ptSWsX8PTjWcwk9,27.502399,-80.336403,EN,1,1,56,5,6,8,3,1,4,2,5,6,1,5,1,2,2,6,6,4,3,1,1,1,3,2,2,2,3
12/7/2023 20:36,12/7/2023 20:36,0,73.0.161.153,100,16,1,12/7/2023 20:36,R_NW1sOFZivBcUOn7,26.5991,-80.128403,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/28/2023 19:22,11/28/2023 19:30,0,73.0.193.101,100,497,1,11/28/2023 19:30,R_2V899ZBimkui9Cf,26.6642,-80.173203,EN,1,1,50,5,6,"1,2,12,11",4,2,3,5,1,6,1,1,1,2,3,9,6,3,3,1,1,6,7,1,2,1,6
12/5/2023 18:00,12/5/2023 18:03,0,73.0.20.83,100,164,1,12/5/2023 18:03,R_3dXrW8qLipY1tIA,26.1166,-80.319199,EN,1,1,6,1,"5,7",8,1,3,2,5,4,6,1,2,1,2,2,7,6,5,1,1,1,6,5,3,2,1,5
11/29/2023 19:45,11/29/2023 19:45,0,73.0.80.126,100,23,1,11/29/2023 19:45,R_DuTiVBftBKMw2qJ,27.689301,-80.375702,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 17:31,12/1/2023 18:06,0,73.1.0.180,100,2046,1,12/1/2023 18:06,R_ZfO6abAUMuUSXzb,26.1481,-80.208801,EN,1,1,6,5,"1,2,3,5","1,11",1,4,3,2,5,6,1,2,1,1,3,8h: 00 AM,4h:00 PM,3,1,3,3,3,3,1,2,2,3
11/29/2023 16:43,11/29/2023 16:43,0,73.1.110.197,4,24,0,12/6/2023 16:43,R_2EH5Tbx6XmVLQqg,,,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/2023 15:02,12/5/2023 15:07,0,73.1.179.10,100,251,1,12/5/2023 15:07,R_3ehttJXMxoBiDC8,26.5355,-80.109802,EN,1,1,50,4,6,8,3,4,1,5,2,6,1,5,1,2,2,7a,6p,3,3,1,1,6,6,1,2,2,3
11/27/2023 12:33,11/27/2023 12:37,0,73.104.101.164,100,236,1,11/27/2023 12:37,R_2WHYHLTmMEmKGxG,30.288401,-81.636101,EN,1,1,15,5,6,"3,11",4,5,2,3,1,6,1,3,1,2,3,7,6,4,1,1,1,7,5,1,2,1,5
12/1/2023 14:20,12/1/2023 14:20,0,73.104.117.202,100,20,1,12/1/2023 14:20,R_ONhO0GSqmnkgV0Z,30.356199,-81.688004,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 7:32,12/1/2023 7:32,0,73.104.120.183,12,16,0,12/8/2023 7:32,R_TiNKdBhhCaQ4LAJ,,,EN,1,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/2023 6:19,12/5/2023 6:20,0,73.104.125.94,100,18,1,12/5/2023 6:20,R_3ls5DMGUWmBUOrK,30.3209,-81.682899,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/28/2023 9:11,11/28/2023 9:16,0,73.104.139.100,100,290,1,11/28/2023 9:16,R_2tKBxL2SlorfXHj,30.334101,-81.654404,EN,1,1,15,5,7,1,1,3,5,4,2,6,2,1,1,1,1,8,8,5,3,1,1,1,5,3,1,2,3
12/2/2023 19:29,12/2/2023 19:33,0,73.104.17.135,100,223,1,12/2/2023 19:33,R_3P47jch1aCjRDFL,30.160999,-81.731102,EN,1,1,10,3,"1,3",12,1,3,2,6,4,5,1,1,1,2,2,8am,12pm,5,1,1,1,5,4,2,2,2,5
11/27/2023 9:20,11/27/2023 9:21,8,73.104.243.169,100,21,1,11/27/2023 9:21,R_0dMQOF1zJWYOUF3,30.334101,-81.654404,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 9:39,12/1/2023 9:39,0,73.105.36.68,100,20,1,12/1/2023 9:39,R_3efROWvsrIIQa0U,30.1227,-81.350998,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 6:00,12/1/2023 6:00,0,73.105.48.209,100,26,1,12/1/2023 6:00,R_2VluPD0ggqjRyXG,30.2712,-81.752899,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2023 12:01,12/1/2023 4:33,0,73.105.49.150,20,318684,0,12/8/2023 4:33,R_2QgJEHQjcq7iS81,,,EN,1,1,15,6,"5,7",,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 13:50,12/1/2023 15:33,0,73.105.76.250,100,6188,1,12/1/2023 15:33,R_1LiltIDw0nTKTg5,30.312201,-81.724297,EN,1,1,15,5,7,1,1,2,3,4,5,6,1,3,1,6,2,7,6:30,4,3,1,1,5,3,1,2,2,1
11/29/2023 17:30,11/29/2023 17:38,0,73.105.91.68,100,466,1,11/29/2023 17:38,R_2t8gI74V2FJX9ap,30.334101,-81.654404,EN,1,1,15,3,6,10,1,4,3,2,5,6,1,4,1,2,2,7,6,3,1,1,1,9,6,4,2,2,5
11/29/2023 2:12,11/29/2023 2:16,0,73.105.95.59,100,195,1,11/29/2023 2:16,R_2BA46LIK8EXVJcH,30.312201,-81.724297,EN,1,1,10,3,6,2,3,4,2,5,1,6,1,2,3,2,3,6am,3pm,5,3,1,1,3,4,2,1,2,3
11/29/2023 20:39,11/29/2023 20:50,0,73.107.110.144,100,624,1,11/29/2023 20:50,R_2ccqvtkFRSFgVGQ,26.569799,-81.869499,EN,1,1,35,6,6,11,6,4,2,1,3,5,1,1,1,2,2,8,2:30,5,1,1,1,1,3,3,2,2,3
12/2/2023 19:37,12/2/2023 19:44,0,73.107.140.171,100,396,1,12/2/2023 19:44,R_1N9tGDbgmjGCmr3,26.569799,-81.869499,EN,1,1,35,3,6,10,2,4,1,5,3,6,2,4,1,2,2,8:00,3:00,5,1,1,1,6,4,3,1,2,"5,6"
11/29/2023 20:57,11/29/2023 21:01,0,73.107.177.218,100,235,1,11/29/2023 21:01,R_2Cmr5YUDOYXWf4r,26.641399,-81.697701,EN,1,1,35,5,6,10,3,4,2,5,1,6,1,1,1,2,1,8,5,5,1,1,1,9,3,1,2,3,7
11/30/2023 0:27,11/30/2023 0:27,0,73.107.207.93,100,21,1,11/30/2023 0:27,R_1IQxIgzAq3bbAMM,26.554399,-81.9021,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2023 16:15,11/27/2023 16:28,0,73.107.243.95,100,830,1,11/27/2023 16:28,R_3qkRB9kspzeDV5K,26.1357,-81.790802,EN,1,1,11,3,6,"2,11",3,2,1,5,4,6,1,5,1,2,2,7,6,5,1,1,1,8,5,1,2,1,5
11/27/2023 12:38,11/27/2023 12:42,0,73.107.38.111,100,207,1,11/27/2023 12:42,R_1QaZ9E8O8X43BM6,26.6786,-82.026299,EN,1,1,35,3,7,11,6,1,2,3,4,5,1,2,1,1,2,8,4,5,1,1,1,3,4,1,2,2,5
11/28/2023 7:57,11/28/2023 8:01,0,73.107.6.209,12,214,0,12/5/2023 8:01,R_2dX7zYHRl2Ojy26,,,EN,1,1,35,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2023 4:50,12/6/2023 5:03,0,73.107.80.228,100,770,1,12/6/2023 5:03,R_3fCPFLcDsVQ28nX,26.1357,-81.790802,EN,1,1,11,3,5,"3,11",2,5,3,1,4,6,2,5,2,2,2,630,600,4,1,1,1,7,6,1,2,2,3
12/4/2023 14:34,12/4/2023 14:34,0,73.118.12.82,100,28,1,12/4/2023 14:34,R_cOwXhzKeaZY0Ddv,30.801901,-85.228104,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/28/2023 4:19,11/28/2023 4:22,0,73.118.57.38,100,215,1,11/28/2023 4:22,R_80lF92uMwWfshH3,30.490801,-84.315804,EN,1,1,36,3,6,"4,12,7,9",3,5,2,4,1,6,1,6,2,3,2,7:30,6,2,4,1,1,3,5,1,2,1,"1,3,5"
11/29/2023 20:27,11/29/2023 20:31,0,73.118.61.2,100,276,1,11/29/2023 20:31,R_QlFJA9NDWH7kAet,30.490801,-84.315804,EN,1,1,36,6,"3,7",10,3,2,1,4,5,6,1,1,5,2,1,8,3,6,1,1,1,6,5,1,2,2,5
11/27/2023 10:32,11/27/2023 10:35,0,73.118.86.115,100,218,1,11/27/2023 10:35,R_12gqtLoWrSFudEY,30.480499,-84.224297,EN,1,1,36,5,6,"12,11",6,3,1,4,2,5,1,2,1,6,1,7,6,3,4,1,1,4,4,1,2,2,5
11/29/2023 14:37,11/29/2023 14:42,0,73.118.89.122,100,313,1,11/29/2023 14:42,R_3OdokTby1nQKV2M,30.480499,-84.224297,EN,1,1,32,3,6,10,1,5,3,2,4,6,1,1,3,2,2,8,4,4,3,1,1,3,4,1,2,2,3
12/11/2023 4:18,12/11/2023 4:18,0,73.120.188.224,100,12,1,12/11/2023 4:18,R_2w6PETZtm5ot9r1,29.125401,-82.007599,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 14:53,11/29/2023 15:02,0,73.124.108.10,100,569,1,11/29/2023 15:02,R_8hINmYSxsGdigrT,25.7689,-80.194603,EN,1,1,43,2,6,5,1,2,3,5,4,6,2,3,1,6,3,9:00,4:00,4,1,14,2,9,4,1,2,2,2
12/4/2023 22:58,12/4/2023 22:59,0,73.124.148.59,100,45,1,12/4/2023 22:59,R_28Ahy7H4ZROSMKT,25.7689,-80.194603,ES,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 21:55,11/29/2023 21:55,0,73.124.253.111,100,18,1,11/29/2023 21:55,R_3hgRQ6eTquLgbiA,26.1481,-80.208801,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2023 20:53,11/27/2023 20:54,0,73.125.123.125,4,27,0,12/4/2023 20:54,R_2ZJR1wPREym7Cw8,,,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/2023 10:35,12/5/2023 10:35,0,73.125.217.254,100,18,1,12/5/2023 10:35,R_2wmYV9bF0POtUWx,26.185801,-80.239998,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/28/2023 7:29,11/28/2023 7:33,0,73.125.42.6,100,259,1,11/28/2023 7:33,R_1oB90G4RSqbES36,26.348,-80.149803,EN,1,1,50,3,6,"1,4,12",2,3,1,4,5,6,1,1,1,2,3,9,3,3,1,1,1,9,4,2,2,2,5
11/29/2023 10:56,11/29/2023 11:05,0,73.125.64.126,100,587,1,11/29/2023 11:05,R_3qyA1mKAGOLpm2V,26.348,-80.149803,EN,1,1,50,3,6,"1,11",3,4,1,5,2,6,1,3,1,2,1,8,2,3,1,16,2,2,6,4,2,2,5
11/30/2023 3:41,11/30/2023 3:42,0,73.138.132.155,100,31,1,11/30/2023 3:42,R_1dzfNzNKVUQknUc,27.1415,-80.201797,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 15:01,11/29/2023 15:01,0,73.138.166.226,100,14,1,11/29/2023 15:01,R_cTJTveICInoNlBv,26.1481,-80.208801,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2023 16:43,11/29/2023 11:29,0,73.138.226.162,40,153962,0,12/6/2023 11:31,R_2anVki44jH4BPNp,,,EN,1,1,6,2,7,10,5,1,3,2,4,6,1,1,3,,,,,,,,,,,,,,
12/1/2023 7:10,12/1/2023 7:14,0,73.138.67.40,48,228,0,12/8/2023 7:14,R_2dnm9WCoLiezvjE,,,EN,1,1,6,6,7,11,6,3,1,4,2,5,1,1,1,2,2,,,,,,,,,,,,
12/1/2023 16:49,12/1/2023 16:51,0,73.138.69.233,100,149,1,12/1/2023 16:51,R_3KGzOVEBB7KXXG2,25.9823,-80.140503,ES,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 16:05,11/29/2023 16:08,0,73.138.79.45,100,178,1,11/29/2023 16:08,R_2AQjeLbXMeucipW,27.2621,-80.383499,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2023 17:29,11/27/2023 17:32,0,73.138.9.218,100,181,1,11/27/2023 17:32,R_2SoQEvWW6DvIzBm,27.236601,-80.227097,EN,1,1,42,1,7,8,5,3,2,4,1,6,1,6,1,2,2,7:30,3:30,4,1,1,1,8,6,1,2,1,5
12/5/2023 13:08,12/5/2023 13:09,0,73.139.108.21,100,25,1,12/5/2023 13:09,R_3jfFLupoWA92WhN,25.8906,-80.178398,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 14:00,12/1/2023 14:03,0,73.139.115.207,100,178,1,12/1/2023 14:03,R_2zc2SZAOuxYAkor,26.6113,-80.174301,EN,1,1,50,5,6,"1,2,3,11",2,1,4,3,5,6,1,3,2,2,2,8,7,5,4,1,1,4,3,1,2,2,5
11/27/2023 13:11,11/27/2023 13:11,0,73.139.194.45,12,39,0,12/4/2023 13:11,R_1LS5OZa2IQapEyV,,,EN,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,
11/28/2023 3:29,11/28/2023 3:29,0,73.139.201.180,100,24,1,11/28/2023 3:29,R_25XRqakWlKQc5zI,25.761,-80.232498,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 19:52,12/1/2023 19:54,0,73.139.211.188,8,144,0,12/8/2023 19:54,R_XUiyAH3XJrGZWHn,,,ES,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 19:48,11/29/2023 20:00,0,73.139.240.241,100,681,1,11/29/2023 20:00,R_BK5ggD54BflrPR7,25.761,-80.232498,EN,1,1,43,6,7,11,2,3,1,4,5,6,1,1,1,6,1,8,4,2,1,2,2,2,4,3,2,2,3
11/27/2023 13:43,11/27/2023 13:46,0,73.139.40.142,76,161,0,12/4/2023 13:46,R_29tPLoDZikC9uUM,,,ES,1,1,6,6,7,10,6,1,3,2,5,4,1,2,1,2,2,8:00,2:30,3,3,2,3,,,,,,
12/5/2023 7:01,12/5/2023 7:01,0,73.139.89.72,100,14,1,12/5/2023 7:01,R_UzrGaMa0GgnCPF7,26.6642,-80.173203,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2023 8:57,12/1/2023 9:00,0,73.148.139.24,100,209,1,12/1/2023 9:01,R_A7CUErTWWOWkLv3,30.132,-81.772598,EN,1,1,15,5,6,11,1,2,5,3,4,6,1,3,2,1,1,5,5,3,3,1,1,2,3,3,1,2,3
11/29/2023 16:29,11/29/2023 16:29,0,73.148.200.183,100,15,1,11/29/2023 16:29,R_1OpmmKHPmyVjYFG,30.3209,-81.682899,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/28/2023 6:26,11/28/2023 6:27,0,73.148.213.185,100,26,1,11/28/2023 6:27,R_V2msIFDAr23V5XX,30.334101,-81.654404,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2023 13:59,12/3/2023 13:59,0,73.148.249.48,100,12,1,12/3/2023 13:59,R_ypuPKIBcL7ITF3X,30.334101,-81.654404,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2023 8:58,12/1/2023 6:45,0,73.156.100.210,100,78445,1,12/1/2023 6:45,R_10GhTqTjosc3hEI,26.555901,-82.0214,ES,1,1,18,5,7,"1,12,11,7,10",6,1,2,3,5,4,1,1,1,6,2,AM,AM,4,2,3,4,9,2,6,2,3,3
11/29/2023 17:24,11/29/2023 19:55,0,73.156.129.49,100,9069,1,11/29/2023 19:55,R_1DzJ700j3ugmnJh,26.641399,-81.697701,ES,1,1,11,4,1,10,3,1,2,5,6,4,1,3,1,1,2,8:00,12:00,5,1,2,4,2,6,4,2,1,5
11/27/2023 23:18,11/27/2023 23:22,0,73.156.136.7,100,241,1,11/27/2023 23:22,R_3JjRCcqRTKCKJVw,26.620701,-81.8741,EN,1,1,35,3,6,10,6,4,5,2,3,1,1,4,1,1,3,7:30,6,6,3,1,1,9,4,3,2,2,3
11/27/2023 17:31,11/27/2023 17:40,0,73.156.163.139,100,555,1,11/27/2023 17:40,R_7Vspac1SPdN4NzP,26.193399,-81.761398,ES,1,1,11,5,6,8,4,3,1,2,6,5,1,2,1,3,2,8:30 AM,3:00pm,4,3,2,4,1,4,1,2,1,"5,6"
11/27/2023 9:37,11/27/2023 9:41,0,73.156.218.68,100,232,1,11/27/2023 9:41,R_2dHe7zOg56iECWT,26.6462,-81.845497,EN,1,1,35,1,3,8,3,2,1,5,4,6,1,4,1,2,3,9,3,6,1,1,1,8,6,2,2,2,5
11/29/2023 18:21,11/29/2023 18:25,0,73.156.91.177,100,229,1,11/29/2023 18:25,R_1FJ12zBBbVBwGHB,26.6292,-81.968002,EN,1,1,35,1,3,12,1,3,2,4,5,6,1,6,1,2,2,6:00,6:00,5,1,1,1,8,7,4,2,1,5
12/5/2023 10:00,12/5/2023 10:00,0,73.171.191.44,100,12,1,12/5/2023 10:00,R_31nFdg8bmQdfy6S,30.288401,-81.636101,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 13:32,11/29/2023 13:35,0,73.171.196.54,100,223,1,11/29/2023 13:35,R_3g1nMQ0BKwBCmzo,30.288401,-81.636101,EN,1,1,15,3,6,"11,10",5,2,1,3,4,6,1,1,1,1,1,7,5,6,3,1,1,1,3,1,2,3,3
12/3/2023 10:59,12/3/2023 10:59,0,73.171.212.71,100,11,1,12/3/2023 10:59,R_12m5Mb0owM1i2jh,30.3958,-81.689301,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2023 10:44,11/27/2023 10:49,0,73.171.219.121,100,307,1,11/27/2023 10:49,R_1DMCQ5vCvI1FQJz,30.356199,-81.688004,EN,1,1,15,6,7,"12,11",4,1,3,5,2,6,1,6,1,1,3,8pm,5pm,5,3,1,1,4,2,6,2,2,3
12/1/2023 4:01,12/1/2023 4:01,0,73.171.245.13,12,50,0,12/8/2023 4:01,R_25FLCCQNC5AKRBo,,,EN,1,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 17:02,11/29/2023 17:03,0,73.179.100.87,12,12,0,12/6/2023 17:03,R_3m1plpkvxOssGNb,,,EN,1,1,56,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/2023 11:08,12/7/2023 11:09,0,73.179.145.212,100,24,1,12/7/2023 11:09,R_R4fjwiQn0jWDaAp,26.623899,-80.094803,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/2023 5:56,12/5/2023 6:00,0,73.179.197.202,100,269,1,12/5/2023 6:00,R_3ozHPxsShu8XO9S,25.763399,-80.188599,EN,1,1,43,2,"5,7","9,10",4,3,1,5,2,6,1,2,1,2,2,8,5,4,1,1,2,8,6,1,2,1,5
11/27/2023 9:47,11/27/2023 9:53,0,73.179.201.47,100,342,1,11/27/2023 9:53,R_27IgxZSNdm2U4AA,26.745701,-80.072197,EN,1,1,50,5,7,"2,12,11,10",3,4,1,5,2,6,1,1,1,3,2,6:30,6:00,4,2,1,1,4,4,4,2,1,"3,6"
11/27/2023 16:00,11/27/2023 16:09,0,73.179.233.208,100,531,1,11/27/2023 16:09,R_117MbMrJF6gg57D,26.067101,-80.276802,ES,1,1,6,6,7,11,2,1,3,4,5,6,1,1,3,5,1,8,5,6,1,2,4,9,7,4,2,1,3
12/1/2023 9:01,12/1/2023 10:08,0,73.179.38.96,100,4000,1,12/1/2023 10:08,R_scLeJ6YeM9EPtdv,27.451,-80.335701,EN,1,1,56,3,6,11,1,2,4,3,5,6,2,3,3,1,3,AM,4PM,4,1,2,1,7,3,1,2,1,6
11/28/2023 15:34,11/28/2023 15:35,0,73.179.55.195,12,41,0,12/5/2023 15:35,R_31YGh8BUAsiiT2C,,,ES,1,1,43,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/2023 16:39,12/5/2023 16:42,0,73.179.92.79,100,156,1,12/5/2023 16:42,R_2q3pv81fLox4H4S,26.745701,-80.072197,EN,1,1,50,3,6,"2,3,4,11,7",5,3,1,2,4,6,1,4,1,2,2,9,1,4,1,1,1,8,7,4,2,3,7
11/29/2023 13:44,11/29/2023 13:54,0,73.19.184.57,100,606,1,11/29/2023 13:54,R_3HLdnenqXIrZaSo,30.1999,-85.812202,EN,1,1,3,5,6,"3,12,11",1,3,2,4,5,6,1,1,1,2,3,7:00,5:00,3,3,1,1,2,3,2,1,2,3
12/1/2023 12:39,12/1/2023 12:41,0,73.190.194.173,100,145,1,12/1/2023 12:41,R_1oc0L2LVwy20kY3,33.521801,-82.084099,EN,1,1,28,1,1,8,1,4,2,5,3,6,1,3,5,2,2,6,6,5,1,1,1,6,4,4,1,2,5
12/5/2023 14:11,12/5/2023 14:12,0,73.192.125.160,100,34,1,12/5/2023 14:12,R_cMXIgrRhCrUGpON,30.3298,-81.6492,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2023 9:19,11/27/2023 9:24,0,73.192.14.91,100,262,1,11/27/2023 9:24,R_2wmCUjT7u138GgS,30.288401,-81.636101,EN,1,1,15,3,6,11,1,2,3,5,4,6,1,3,1,2,3,9-Aug,5-Apr,4,2,1,1,3,4,3,2,2,"3,5"
11/30/2023 6:32,11/30/2023 6:35,0,73.192.91.145,100,213,1,11/30/2023 6:35,R_2BrIdvhC66dTXmY,30.670099,-81.465797,EN,1,1,45,3,6,7,4,3,1,5,2,6,1,1,1,2,2,8:30,12:00,4,1,1,1,8,7,4,2,2,5
11/27/2023 13:56,11/27/2023 13:57,0,73.199.159.91,4,20,0,12/4/2023 13:57,R_1doUAUejEpcwOj4,,,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/2023 13:14,12/8/2023 13:37,0,73.204.169.159,100,1348,1,12/8/2023 13:37,R_2DULqLBshshMal8,26.823799,-80.140701,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2023 21:48,12/10/2023 21:49,0,73.204.182.219,100,43,1,12/10/2023 21:49,R_3g5RUxbM4WPMYgs,27.589199,-80.400497,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 12:13,11/29/2023 12:16,0,73.204.187.44,100,196,1,11/29/2023 12:16,R_3QJI6zmY0aWXxlh,26.7162,-80.069504,EN,1,1,50,1,7,"4,9",1,2,3,6,4,5,1,1,1,2,1,9,12,5,1,1,1,9,7,2,2,3,7
11/29/2023 11:39,11/29/2023 11:39,0,73.204.190.68,100,24,1,11/29/2023 11:39,R_1myJKPHpsqcyPgQ,27.318199,-80.352402,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 15:18,11/29/2023 15:19,0,73.204.197.10,100,68,1,11/29/2023 15:19,R_1IhfLqoZgOG3p9Y,27.2621,-80.383499,ES,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2023 12:40,11/29/2023 12:40,0,73.204.198.68,100,42,1,11/29/2023 12:40,R_2azWlOHunD6OlsB,25.811701,-80.206703,ES,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
